"KJENS1AP.CSF.Healthy.3"	"LD1"	"LD2"	"KJENS1AP.CSF.Alz.1"	"KJENS1AP.CSF.Park.3"	"KJENS1AP.CSF.Healthy.1"	"KJENS1AP.CSF.Healthy.4"	"KJENS1AP.CSF.Park.1"	"KJENS1AP.CSF.Alz.2"	"KJENS1RID.Urine.Healthy.2"	"MTEWA1.Serum.Healthy.2"	"MTEWA1.Serum.Healthy.3"	"MTEWA1.Plasma.Healthy.1"	"HDL_ProteinCpx_2"	"HDL_ProteinCpx_1"	"HDL_ProteinCpx_3"	"KJENS1RID.Saliva.Healthy.2"	"DWONG1.Saliva.Gastric.1"	"DWONG1.Saliva.Healthy.2"	"SADA1Ex.Plasma.Healthy.3"	"MTEWA1.Plasma.Healthy.3"	"DWONG1.Saliva.Healthy.3"	"DWONG1.Saliva.Gastric.3"	"KJENS1AP.CSF.Alz.4"	"KJENS1AP.CSF.Healthy.2"	"KJENS1aSAH.CSF.SubHem.1"	"KJENS1AP.CSF.Park.2"	"TPATE1.Plasma.Carcinoma.2"	"TPATE1.Plasma.Healthy.2"	"TPATE1.Plasma.Carcinoma.1"	"TPATE1.Plasma.Healthy.1"	"TPATE1.Plasma.Carcinoma.3"	"TPATE1.Plasma.Healthy.3"	"TPATE1.Plasma.Carcinoma.4"	"KJENS1AP.Serum.Alz.3"	"KJENS1AP.Serum.Park.1"	"KJENS1AP.Serum.Healthy.3"	"KJENS1IVH.CSF.IntHem.1"	"KJENS1aSAH.Plasma.SubHem.1"	"KJENS1RID.Plasma.Healthy.4"	"KJENS1RID.Plasma.Healthy.3"	"SADA1Ex.Plasma.Healthy.1"	"MBITZ1.Urine.NephSyn.1"	"MBITZ1.Urine.NephSyn.2"	"MTEWA1.Plasma.Healthy.2"	"MTEWA1.Serum.Healthy.1"	"KJENS1aSAH.Plasma.SubHem.3"	"KJENS1RID.Plasma.Healthy.2"	"KJENS1RID.Saliva.Healthy.1"	"KJENS1aSAH.CSF.SubHem.2"	"KJENS1AP.Serum.Healthy.2"	"SADA1pMI.Plasma.pMI.1"	"SADA1pMI.Plasma.pMI.2"	"KJENS1aSAH.CSF.SubHem.4"	"KJENS1IVH.CSF.IntHem.3"	"DWONG1.Saliva.Gastric.2"	"DWONG1.Saliva.Healthy.1"	"KJENS1AP.Serum.Park.3"	"SADA1Ex.Plasma.Healthy.2"	"KJENS1aSAH.Plasma.SubHem.2"	"KJENS1RID.Urine.Healthy.1"	"KJENS1RID.Plasma.Healthy.1"	"KJENS1IVH.CSF.IntHem.2"	"KJENS1AP.Serum.Healthy.1"	"KJENS1aSAH.CSF.SubHem.3"	"KJENS1AP.Serum.Alz.1"	"HD1"	"HD2"	"KJENS1AP.Serum.Park.2"	"KJENS1RID.Saliva.Healthy.3"	"KJENS1RID.Urine.Healthy.3"	"KJENS1AP.CSF.Alz.3"	"KJENS1AP.Serum.Alz.2"	"MBITZ1.Urine.NephSyn.3"	"SADA1pMI.Plasma.pMI.3"
"SNORD115-31:snoRNA"	0	2.27048618741799e-08	0.147320315161189	0	0	6.66388177435841e-18	0	0	0	0.00272983996417765	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0724614085565825	2.27048618741799e-08	2.27048618741798e-08	0	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.835237312836314	1	0.862881049875205	0.106930529978981	0.189746145858523	0.203849968933688	0.222369470247114	0.11927742057617	0.0976443192202591	0.160915044300224	0.202169598622207	0.0412951655728768	1.29749060157497e-21	0.0541390698927274	0.0553139585609589	0.037091863770921	0	0.0135606931764346	0.0113975322057528	0	0.00247577236439827	2.27048618741799e-08	2.27048618741799e-08	0.0331622667334432	-4.46878896154289e-20	0	0.00807790062662024	0	2.27048618741799e-08	2.27048618741799e-08	0	0	2.27048618741799e-08	2.27048618741799e-08	0	0	0.00179079183871557	0	0.176112307446343	0.0377229820023623	0.0598722803354843	0.0704764377700793	2.77555756156289e-17	0.555045082811208	0.582525345285445	0.113836413786735	0	0.0181848821341433	0	0.111452882569788	0.00460341932423651	2.27048618741799e-08
"SNORD116-1:snoRNA"	0	0.095153132805765	0.098584995215262	0.0448603659521588	0.117963307980298	0.167406594441958	0.056189484259265	0.0326271299718172	0.032331250907108	0.0136364876689565	0.184364078161696	0.344660325268503	0.264372090728478	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0280089229266355	0.0212515970428013	0.0294338685932532	0.233421912633729	0.0678990507602738	0	0.0315694018028605	0.14617810444711	0.157888166285171	0.852251369366712	0.0114472500105713	0.151964864910193	0.167079265984452	0.137244404977043	0.196188409529572	0.106800169862091	0.0631469389651992	0.0775713530338363	0.0210175548343379	0.0215382360515013	0.0312432644523703	0.086660572966064	0.0543358502706222	0.0184181218476839	0.0200953594596742	0	0.145025696452601	0.0188213613206195	0	0.0150981883632806	0.0383417580968739	0	0.0239613079746522	0.131899557841491	0.0542579956120553	2.1740658923972e-18	0.15458168798316	-1.73472347597681e-18	0.00116292586193026	0	0.0199530944216953	0.0237005505955673	0.0116705679836635	0.0116973734710401	0	0.0719785933126169	0.156323023124289	0	4.33680868994202e-19	0	0.572354933172252	0.592894838509392	0.0408708109164843	0.0810721473238111	0.202575469841529	0	0	0	0
"hsa-miR-3150b-3p"	0.0012332007231136	0.0954672313641575	0.130390286513093	-1.32904116711793e-21	0.0273351062400004	0.022651364281324	0.00549385456132099	0	0	0.00266442274912105	0	2.16840434497101e-19	0.0115809182415758	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0689013317031164	0.204011158637398	0.31414583281772	0	0	-1.73472347597681e-18	0.00665907378025436	0	0.0170317520780245	0	0.00686278919678849	0.000667468120363643	0.00884744090038697	0.0368393274391708	0.00496952401860856	0.0171821435769941	0.0166982532023569	0.0135243385720747	0.0605074012091942	0.0901650548497623	0.0766533563152711	0	0.0858434992496561	0.0604910531898069	0.00740859630270078	0.0359577931134802	0.0201548445650073	0.000124836607273703	0.0124556021676086	0.0194112452670341	0.0898576998029714	0	0	0.247809016344459	0.495434714738599	0.00387812482624516	0.0319294132912281	0.0964029447135714	0.255740929023024	0.159161220126023	0.111057944394181	0.34244571903811	0.201937152619209	0.206845035377473	0	0.0945090613662287	0.170006508904774	0.166838608250626	0.390273374168673	0	0.614146635440923	0.646793273259197	0	0.0609064075680502	0.00608151478217084	0.0170050171957581	0.658663694051592	0.00639917266880535	0
"CTD-2135D7.3:lincRNA"	0.00762449748529177	2.27048618741799e-08	0.0956111151271803	0	0.0150819247202704	0.0545760292274095	0	-4.33680868994202e-19	-5.35292782188391e-20	0.0270604626432068	0.0545912329209801	0.339360821584584	0.150991184577824	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.237089369223602	0.400238551977799	0.481465388685137	0	0.138513436271249	0	0.000896730918377292	0	3.02277710221749e-20	0.0203819328246906	0.0071901770218102	0.00304170542374599	0.00693863423291658	0.0512123950890363	0	0.00220585310010531	0.00938462456196137	0	0.0276806193932949	0.0155667472732172	0.0254020348078688	0.0132990809767241	0.0025565910090909	0.00849978721175043	0	0.0116899623792116	-3.91654321271444e-18	0	0	0.00556934508873552	0.020437659332719	0	0.00664388617014519	0.0188818410691896	0.181044448822101	0	0.0229686459373054	0.013572725950762	0	0.0281386674837555	0.0953887902371235	0.068855409010773	0.0274142739780803	0.0944543918822983	0.0578779856563569	0.226495478332058	0.323758196224663	0.160691812539494	0.129315021839013	0.180797816712452	0.603420899082002	0.628396483130103	0.288154351228845	0.242404817651896	0.727844418505662	0.0189746652301566	0	0.785042197469283	0.00958395851845489
"hsa_piR_004420"	0.00922743764284209	2.27048618741799e-08	0.142740758397976	0	0.0421598972316199	0.00990416417705281	0	-3.46944695195361e-18	-1.66394508174034e-19	0	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	-1.38777878078145e-17	0.00974704963386454	2.27048618741798e-08	0.0433743372367081	2.27048618741799e-08	2.27048618741799e-08	0	0	2.8591377935916e-21	1.22651324019513e-18	0	7.77735993313137e-19	2.27048618741799e-08	-1.57013282061733e-18	2.27048618741799e-08	-2.16840434497101e-19	2.270486187418e-08	0.0115291144325902	0	0	0	0	0	0.012901056821123	0.00306524040590519	0.0193792009263566	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0	0.0172376235394722	0	0	-2.77555756156289e-17	2.27048618741799e-08	2.27048618741799e-08	-2.59112268397356e-19	0.295607769987166	0	2.27048618741799e-08	0.290140449250585	0.0600227593326763	0.704476512817441	0	0.0331920373799647	0.181942122961872	0.40664755479068	0.644049145047396	0.647594903161036	0.667196175812509	0.701418916721828	0.185085810818272	0.30378270363109	1	0.0397766527508365	0.0818305304216875	2.270486187418e-08	2.27048618741799e-08
"hsa-miR-301a-3p"	0	0.144818368104489	0.140879314346732	0.0429193927519532	0.104209517755578	0.269701557267018	0	0	0	0.00488530217816466	0	0	0.0039481234340854	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0807196702031702	0.00274269872828027	0.000822005906125994	0.0635027979985143	0	0.000647560576708445	0.000735759672506789	0.0547935743577581	0.137481825262692	0.0378302030417765	0.0154708809187571	0.00237162858721194	0.0026319413083243	0.000612509785375108	0.0034788573402463	0.00462356566225977	0.00554180745911508	0.00431564663096996	0.0354375563476805	0.0471338961858371	0.0393323758404694	0.0534250123185377	0.0288424912763184	0.0519155452510567	0	0.10129034990542	0.165420902550401	0.0505918821908972	0.0698364056567126	0.2466145467006	0.435876427096414	0.996827384817178	0.030284372717174	0.210499711801392	0.0671246969650145	0.00482072849643716	0	0.0380553750719491	0.0604090497271472	0.000296664632771668	0	0	0	0	0.0362645057782222	2.25243626964327e-18	0	0	0	0	0.782393024401761	0.748472651499249	1.05509929939362e-18	0.032386923576535	0	0.0109032758494824	0	0	0
"CTD-2017D11.1:lincRNA"	6.58316913307206e-20	2.27048618741799e-08	0.116042252519222	0.0378519296910274	0.0359848979868215	0.186461088541955	0	0.00468691313630638	-2.40160014331098e-19	0.00755552871086256	0.109477490356802	0.0997491754019575	0.112903711416431	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.123961269999899	0.350999286119442	0.368645041831886	0	0.0637371292299778	0.0153841012252706	0	0	0.0756184039561428	0	0.012749981558339	0.000509019736358353	0.00725146306124885	0.0666328294566951	0	0	0.0107468490871885	0.00569424987423748	0	0.00504776672411221	4.33680868994202e-19	0	0	0.00995656897640748	0	0	0.00281426457456381	0.0114199507682784	0	-4.33680868994202e-19	0.0300067077958475	0.0273228094159441	0	0.0520141364543269	0.125267533036744	0.00913400242622537	0.106190850639761	0	0.0538051940188654	0.0281475068141806	0.0446151858365763	0.277959407744642	0.336902972914514	0.220659473207746	0	0.0128439371929685	0.210787049203263	0.327267682216896	0.229611807621171	0.639354937648033	0.748472651499249	0.782393024401761	0.321475623656205	0.423742162851148	0.469146225253478	0.0367139568132548	0.0351048960223891	0.107980634805754	0.0648587027578288
"Trp_tRNA"	0.132435791372572	0.164949244990531	0.164189379002268	0.113170954025815	0.00796362786994304	0	0.754879190560821	0.960256810712596	0.820754275503897	0.06624360209654	0.408369369525896	0.649188060574316	0.256747555390948	0.143708759098129	0.144193318366632	0.139277250827351	0.0837762280349811	0.0218092712203892	0.0145978378447001	0.00484818179620351	0.199059232813213	0.00790341709979241	0.00741007205013023	0.0879723869119877	0.0862403796428935	0.0593975938179581	0.0737237646430392	0.125858834572474	0.111958470413599	-2.33100924680402e-18	0.0987313818529695	0.082444662962926	0	0	0.06166083627421	0.0939912713527055	0.0521084307319469	0.0494037798577749	0.00336445319697936	0.00945319494746184	8.67361737988404e-19	0.00346651641633737	0.52137611664531	0.0137684183615942	0.00541453345904733	0.0672033032602804	0.00481241138282153	0	0.0299817052559345	0.0191235691812431	0.0230880439373129	0	0.0439759590776247	0.0211761466213148	0	0	0	0.0235379406245724	0.025422418127804	0.0177508476736083	0.0599145836900871	0.0166052213487275	0.0647880810870615	0.0538230344247356	0.0250939103191164	0.00576527627127459	0.0177806022689908	0.0144897812195651	0.0176074146199124	0.0352412340579109	0	0.0103786387190929	0.0175997206278929	0.110562457616497	0.00122899080689445
"hsa-miR-24-3p"	0.00149787377122271	0.000906563310569228	0.00086079695609686	0.0179849622353664	0.0605013883366305	0.0943166791381712	0	0	0	0.000465044865486441	3.11764404976384e-05	0.000177436991494408	-7.63761419547893e-20	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0239353370772497	0.50001607583511	0.865039260515629	0.00387784806859064	0	0	0.061231557872253	0.0104131524491475	0.0348172254438431	0.0499311337620632	0.000952566773833319	0.0791201765179429	0.076037911383302	0.110794362861441	0.185400529792018	0.260985273032088	0.445936878632095	0.560390147044505	0.0497215368543451	0.063335597427567	0.0630901390431392	0.0188681157033648	0.00826423175952618	0.00370046884122993	0.00114088377040965	0.00852642419389806	0.284101386421524	0.053781768856751	0.0139188500895778	0.00304915457347298	0.0805700552993826	0.047321718588687	0.00179131524558799	0.0421004783132599	0.00470227451429825	0.0147075050992125	0.0691441156450405	0.0139651698549332	0.0220155577172747	0.228390847084489	0.22080641325355	0.0128880664225852	0.00283821037204364	0.00844804931806139	0.000132701421354101	0.00754541848854319	0	0.00691226319149284	0.0278140732039583	0	0.0280843899635465	0.0279771580847957	0.0134480879360629	0.0183219768251728	0.0025995562765238	0.0121282862618929	0.0355487902180912	0.0385154508960935	0.00074741944170153
"hsa-miR-27a-3p"	0	0.00635992768785585	0.00607194921120687	0.0258381832510172	0.0876278854651157	0.114960623245334	0	3.46944695195361e-18	1.73472347597681e-18	0.000599937767204876	0	0	0	2.27048618741799e-08	0.000515760551865928	0.000809272588517989	0.0771978877718109	0.540746356928748	0.738178429900557	0.0275878047126394	0	0.029066775951496	0.118603387241061	0.00549989721610134	0.0110241622959111	0.156408811107027	0	0.0254319865297807	0.0362504336406243	0	0.00505352536747331	0.0644098227410509	0.100881374143972	0.11054678652163	0.0401470767869833	0.0811949986346407	0.0489967889364905	0.0210913942149011	0.000879430528823002	0.00920486222369105	0	0.0122855785446355	0.569532839484769	0.130809565714846	0.0483632449750738	0.164813899232284	0.166660363752255	0.0759948847500693	0.0283773879114768	0.137986584069763	0.047935044096362	0.0286343296451072	0.00799458788513066	0.0251312279232376	0.0870628995072243	0.276861253820969	0.337277009165027	0	0	0	0.000744960781107215	0	0	0	0.0323268172749903	0	0.0336835036558136	0.0351953223099625	0	0.0903784478360407	0.00425103043173099	0.00188395327779558	0	0.00119326248527332	0
"hsa-let-7i-5p"	0	0.011006056715682	0.00975903369157594	0.0482575530063053	0.113115599342295	0.215071728431483	0	0	-1.2327290620994e-21	0.000777008271503772	0	0	0	0.00251744488591649	0.00249613801791823	0.00227521218708964	0.00398673044196337	0.00964836112215681	0.0160811216604298	0.0306740933753775	0	0.00136261933172516	0.00164387078767943	0.0109466266572977	0.0983422095660023	0	0	0.0641338327039712	0.0856925010500215	0.023286957833349	0.738133864757	1	0.537442968847246	0.379775053354746	0.027658313630647	0.0217761555828353	0.0247985131304524	0.039356820911048	0.0527936813500884	0.0365648207671252	0	0.0157310170534448	0.191931672152721	0.00319567422365093	0.0367629529005741	0.0421321045585487	0.173585452425201	0.101202422682331	0.00430360463128839	0.25195082168608	0.0919996723403732	0.025329923258498	0.0672929301973837	0.0955578773876936	0.0842143353301836	0.00246318107507183	3.46919433565348e-05	0.00331115756964223	0.00670270382086617	0.0220737832098244	0.00319069663230398	0	0	0	0.00395437487088876	-3.46944695195361e-18	0.0491416058808804	0.0510945404738962	0	0.000428065749823022	0.00260530106353223	0	0	0	0
"hsa-miR-1301-3p"	0	0.00939992805212527	0.0131648945725249	0.0270098154915469	0.0510324306495959	0.20866388623863	-3.46944695195361e-18	0	0	0.00484522223823006	-3.12401536253592e-19	0	0	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0	0.108908671047787	0.115685991473002	0.0667905994927191	0	0.0101746620633965	0.0118392740323725	0.0140211354177255	0.0597514242204457	0.0481962316122755	0.00414004805634551	0.00378088327432287	0.00314933519012234	0.00714947050639922	0.00850619732179548	0.00592195551106804	0.0117355301132344	0.0109158883051298	0.0352873830493879	0.0287220538198831	0.022257776805452	0.0482858774812887	0.0049339303142183	0.00918342430765791	0.126706884282269	0.0731679036123225	1	0	0.0504557262789758	0.0665259521838134	0.461772239562253	0.530557013719619	0.125244476027238	0.105379655029725	0.00895901748446662	0.0146834431988922	0.0516190881842949	0.0201006102482741	0.0643220237233213	0.0372689952467967	0.0269033549571717	0.00251529074761242	0.0175323762434391	0.0312511372054255	0.014822891501406	0.098437055917458	0	0.00297241614181754	0.0205639598444234	0	0.0798901413355331	0.0785742011181096	0.0186788433719034	0	0	0.0087144173433573	0	0	0
"RNU2-68P:snRNA"	0.00244836343979819	0.00334205945673974	0.0026656181738929	0.0361274678935751	0.0952779475522825	0.0964027293214987	0.00269012286027112	0.0111534358159968	0.0123173178796573	0.00263779814142663	0.121054122822446	0.134062875347661	0.0865988372675387	0.0160792940154347	0.00403508049468042	0.0103687485432256	0.505014418220801	0.241382487909811	0.324643319429347	0.0021869799878674	0.0692225027722718	0.0440202617978083	0.0583290147407268	0	0.0760105412211171	0.0279461983173835	0.00670822120004124	0.00407158889311302	0.0200614911545203	0.206983361287816	0.0480032985006906	0.017527243411401	0.0804433397745277	0.0765776098527539	0.0606459603178517	0.0535900056543109	0.0304210492633361	0	0.00788678291023709	0.00540356055603437	0	0.0112464603914813	0.0305121196217041	0.00756816899997424	0.00273769902796273	0.00499178400300748	0.00680651631423532	0	0.0553538415270582	0.0592491740835422	0.515330555825713	0.0727386845518905	0.661273816359819	0.0299392994090657	0.4515926465386	0.480356200505963	0.426571295698545	0.0332040241746519	0.0086587461043188	0.0251463824835651	-4.33680868994202e-19	0.0138263333675679	0.0546851066199829	0.150175994340232	0.0849368462185684	0.0899500442341153	0.0864066000884312	0.0842946384266691	0.51743597718661	0.106125912335321	0.0673599292230108	0.0168244600282791	0.21560010548286	0.0218780199071848	0.631084424549958
"hsa-miR-106a-5p"	0.00775590642867005	2.27048618741799e-08	0.00512093345797561	0.0157834230424293	0.0637002848591149	0.0599571085220255	0	0.0191771583879733	0	0.00320217667422812	0	0	0.0237227850440896	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0578330633984565	0.0430297877934605	0.0602016141697404	0.0998457445386725	0	0.0211410559083671	0.0227942439106896	0.00312312218895643	0.00393537561676091	1.20202953157538e-19	0.0014884031285929	0.0131230424693569	0.0144030224996033	0	0.0446541451146602	0.051026342462595	0.0344220759970674	0.0409353515677796	0.0494186786209073	0.0544586464639045	0.0607717336822474	0.0177932859647613	0.0221255702608112	0.100703820216884	0	0.0657177446942349	0.985141650124776	0.0853034061904094	0.0703877135890448	0.10347872035033	0.272094917752449	0.120149034914769	0.00589556363683519	0.210889414658263	0.0471626558233802	0.0416792020494683	0.0168515675093497	0.0430428645565984	0.0666535760532615	0.0187674712835262	0.0188451384746149	0	0.00805634788914748	4.33680868994202e-19	0	0	0	0	0	-3.46944695195361e-18	0.096865613701487	0.0948535027092039	4.2953774600437e-19	0.00613180318255572	0.0311736910470849	0.0170455199928718	0	0.467754395489578	0
"hsa-miR-155-5p"	0	0.00332270404584688	0.0035639896448696	0.0188636586064338	0.0376274740672411	0.137901415545237	0	0.00220738821239378	8.67361737988404e-19	0.00253584399490971	0	-8.67361737988404e-19	0	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.111843459122833	0.151133259912747	0.126644161390232	0.0704968496442056	0	0.00448865556286758	0.00752249747376595	0.00912513700901478	0	0	2.16840434497101e-19	0.00571301660026947	0.00844986916287338	0.0114834935307672	0	0.00477241111679661	0.0451600821628284	0.0557057708940259	0.0678554250618734	0.0710066211616983	0.0457455774730597	0.0300792782736634	0.00111430190567478	0.0238763491774695	0	0.0423142253494044	0.688250390267098	0.0229282902573438	0.0877873693080363	0.114174741063548	0.647267695875864	0.337267195412736	0.0902336288399555	0.839904208036765	0.30708874413579	0.0483080861428129	0.0111726830317476	0	0.0289874251058147	0.00586245911589026	0.0213775784109221	0	0	0.0405219348557372	0.00761733464048707	6.93889390390723e-18	0	0	0	0	0.117576365852696	0.118300576467171	1.3205771094455e-18	0.0942345443614843	0.00439224447328503	0.00177659259434028	0	0	0
"hsa-miR-127-5p"	0.0552108196702781	2.27048618741799e-08	0.0234310693826641	0.108903439456089	0.187372215493296	0.296672848503321	0.0237748672563016	0	0.0250837355140015	0.000800829639190391	0	0	0	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.00630891832060699	0	0	0.0374345545719119	0	0.0033153314212519	0.00537988490369948	0.122472394591975	0.152029951877092	0.192671511214041	0.0552972254392531	0.134237478270376	0.105071635924985	0.982338719269874	1	0.76890683443712	0.447048825677911	0.108388542858355	0.0406516484523216	0.0677480018043185	0.0381775599219548	0.139048092918156	0.0212379900956617	0	0.0655127766619487	0.0145119149855871	0.121612894130696	0.00340659427806962	0.00551792086744743	0.028198073603588	0.112350349332485	0.124332321655297	0.0095309925403299	0.0220608314698188	0.105185459800158	0.00803125010411281	0	0.0279840442992783	0.00877689852963293	0	-2.16840434497101e-19	0	0.00547452834053058	0.0540404268344421	0.0144742449983163	0.372993352583212	0.0279909668544051	0.0149442582837458	0.0591878500911481	0.0345023607371677	0.124843174585594	0.12094354895524	0.0544899760673591	0.00426970107768601	0	0.0197012422960884	0.0430971778145401	0.0821472443622724	0
"RP11-3B12.3:lincRNA"	0.00473987627953773	0.0274571430148416	0.0147714808947995	-1.09328126321279e-18	0.0147693872306746	0.013155408403271	0.0101418189200352	0.00382779384625249	0	0.033694109499504	0	0.018862762387689	0.0026205216737867	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0452672042844881	0.0216155127064848	0.0446609950569543	0.255840268682726	0	0.00103191356261622	0.00540615544120652	1.73472347597681e-18	0.0535686134690578	0	0.00327829119537015	0	0.00104905608162537	0.0245025814442056	0.00299677182367519	0.00130888646400189	0.0114039539205818	0.00311552963271487	0.0116025921878213	0.00524956982105788	0.0299736148072945	0.0227679044774829	0.0154520184445348	0.0270757207146382	0.0454073535285663	0.030257038555524	0.00418007886241343	0.000490908464319727	0.00292797237511639	0.00750472755362613	0	0.00527360656824419	0.0703781025010019	0.0432843509065719	0.069807601334659	0.0054667144980571	0	0.0188954232114923	0.189585177643072	0	0	0.318645503850283	0.554523805345966	0.388363463347731	0.943798323827309	0.830766471158502	0.345682572885145	0.416616709355164	0.557798339349195	0.494217362588578	0.123667064038361	0.130713741164815	0.29793339288796	0.462064335802344	0.566565288144866	0.0407772810789472	0.20983323002407	0.0104624293795072	0.100561111224308
"LINC00511:lincRNA"	0.0184330668705005	0.0314115050183897	0.0187479161553224	0.0125904558032446	0.035140027354288	0.00388884254173452	0.0237008702833488	0.0279227752270479	0.0065225037216919	0	0.132360792627745	0.246512222565936	0.0107560318392159	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.288071912478442	0.455958856351669	0.563939378557111	0	0.306833856517338	0.0981087373967934	0.0702615777050641	0.00307764199667784	0	0	0.00445314874082907	0.0106928577620605	0.0227278727627005	0.077986268678349	0.0404188591691883	0.0140120539395609	0.0172657486151843	0.0353682107940366	0.0176054185855638	0.00974125803610614	0.0156894614669471	0.0461568778243701	4.33680868994202e-19	0.00402186416355895	8.67361737988404e-19	0.0226988739921557	0.0217030045098743	0.0234908075234996	0	0.00505631703722711	0.0267371891536419	0.0261928265974562	0.010935843715211	0.0133560253218279	0.0182660400590239	0.00588087571187378	0.0760782956182749	0.00931023656561736	0	0.121980136502747	0.103384257376476	0.1760848102389	0.17027668998101	0.146226974429778	0.360205860552758	0.317258924505557	0.181350084466435	0.20211602065389	0.171057058232493	0.238224499401343	0.129911974680752	0.134571076296154	0.131547853476418	0.246167101116752	0.329166768430314	0.00826720570886745	0.0744876316062191	0.189663559323657	0.411120830439065
"RNU2-26P:snRNA"	0.00619349061495964	0.013078105805973	0.00960784314687066	0.0255253785972466	0.0638318440426088	0.0687852661281609	0	1.73472347597681e-18	0	0.000920033287765972	0.0753099793335098	0.0969247338840993	0.0480143625622126	0.0227106819287852	0.0218589280504773	0.0220489226939143	0.274065444948377	0.16969071160027	0.112465593184177	0.00963614400916341	0.034135854102855	0.169159835658066	0.1204645250205	0.000355585455223923	0.0542627591821562	0.0593819241429088	0.00790615172975828	0	0.00154682638422551	0.0754231774584546	0.00862264645730884	5.18110702270738e-20	0.0191166237575588	0.0245396238772126	0.048346111378202	0.0427920299070082	0.052515361858015	0.0203340613897834	0.0170455227183627	0.00637537172913943	0	0.0087463347198339	0.0493954485080643	0.0111614939329261	0.000359303502201309	7.14447747554186e-05	0.00498754870815217	0	0.0474521693574039	0.0781399340963687	0.183416249035769	0.0543616354215009	0.219782286447806	0.0686280455634285	0.223641926025498	0.889382756671627	0.737999386455277	0.0483807247916654	0.02294290388233	0.0529527969023814	0.00481923743100113	0.0366645479645962	0.120955248172061	0.0808351778454329	0.117808024672649	0.0246033939041163	0.154604015269637	0.151397564644983	0.201304401575113	0.0968479578496825	0.0514489760574722	0.0165808058089185	0.116760557459643	0.0277876600246244	0.196799715856473
"RNU2-57P:snRNA"	0.00620398387957052	0.013078105805973	0.00960784314687066	0.0255333106224933	0.0638320187914328	0.0687345376019114	0	-1.73472347597681e-18	0	0.000920371432909017	0.0752061026257426	0.0969194055486073	0.0480050317465848	0.0227106819287852	0.0218589280504773	0.0220489226939143	0.274073680471803	0.169731115977282	0.11245646114906	0.00963236389410429	0.0341331545767666	0.169136156767649	0.120461303599286	0.000354810135535233	0.0542441535957032	0.059376726730244	0.00791040280678476	0	0.00154486765479085	0.0753996486577306	0.00862023755654157	5.18618365915662e-20	0.0191190006028367	0.0245479588522489	0.0483380171246895	0.0427893997844859	0.0525067923097529	0.020342479536841	0.0170469812309999	0.00649232119828137	0	0.00875020544178698	0.0493321659649498	0.0111553543495577	0.000358888319946792	6.08959698544232e-05	0.00498940158496083	-8.67361737988404e-19	0.0474416832494132	0.0781322504269529	0.183403541105362	0.0543136069390481	0.219799676205343	0.0686198036394486	0.223632483712669	0.889382363845517	0.738009510355204	0.0483538871932677	0.0229414020295028	0.0529444308978056	0.00482385695087674	0.0368050704763831	0.120957869449747	0.0808442951286448	0.117797217595596	0.0245767294326689	0.154604015269637	0.151397564644983	0.201320361171656	0.0968393919857098	0.0514538265383022	0.0165808001328948	0.116732883664945	0.0277972178104859	0.196807600350588
